timestamp,hand_detected,cursor_held,finger_mode,index_extended,middle_extended,raw_x,raw_y,virtual_x,virtual_y,inside_window,inside_interaction,state,target_block
8320.310,False,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
8321.395,False,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
8321.689,False,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
8321.794,False,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
8321.983,False,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
8322.189,False,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
8322.376,True,False,ONE_FINGER,True,True,0.67382,0.72473,673,875,False,True,TRACKING,
8322.480,True,False,ONE_FINGER,True,True,0.67052,0.60169,670,849,False,True,TRACKING,
8322.586,False,True,ONE_FINGER,False,False,0.67052,0.60169,670,849,False,True,TRACKING,
8322.782,True,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
8322.984,True,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
8323.177,True,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
8323.385,True,False,ONE_FINGER,True,False,0.47297,0.56347,472,795,False,True,TRACKING,
8323.576,True,False,ONE_FINGER,True,False,0.51422,0.49096,514,692,True,True,TRACKING,
8323.785,True,False,ONE_FINGER,True,False,0.58925,0.41729,589,588,True,True,BLOCK_HOVER,block_4
8323.977,True,False,ONE_FINGER,False,False,,,,,False,False,BLOCK_HOVER,block_4
8324.183,True,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
8324.376,True,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
8324.584,True,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
8324.776,True,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
8324.984,True,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
8325.175,True,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
8325.385,True,False,ONE_FINGER,True,True,0.63188,0.82684,631,875,False,True,TRACKING,
8325.486,True,False,ONE_FINGER,True,True,0.62100,0.80235,620,875,False,True,TRACKING,
8325.673,True,False,ONE_FINGER,True,False,0.60414,0.81854,604,875,False,True,TRACKING,
8325.784,True,False,ONE_FINGER,True,False,0.58468,0.86408,584,875,False,True,TRACKING,
8325.975,True,False,ONE_FINGER,True,False,0.61985,0.84245,619,875,False,True,TRACKING,
8326.182,True,False,ONE_FINGER,True,False,0.70671,0.58636,706,827,False,True,TRACKING,
8326.288,True,False,ONE_FINGER,True,True,0.68667,0.51896,686,732,False,True,TRACKING,
8326.472,True,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
8326.583,True,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
8326.775,True,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
8326.984,True,False,ONE_FINGER,True,True,0.58362,0.41293,583,582,True,True,BLOCK_HOVER,block_4
8327.175,True,False,ONE_FINGER,True,True,0.57701,0.28861,577,407,True,True,BLOCK_HOVER,block_4
8327.384,True,False,ONE_FINGER,True,True,0.50594,0.37932,505,535,True,True,BLOCK_ARMED,block_4
8327.577,True,False,ONE_FINGER,True,True,0.50128,0.36745,501,518,True,True,BLOCK_HOVER,block_3
8327.785,True,False,ONE_FINGER,True,True,0.50456,0.36941,504,521,True,True,BLOCK_HOVER,block_3
8327.977,True,False,ONE_FINGER,True,True,0.50732,0.37638,507,531,True,True,BLOCK_ARMED,block_3
8328.184,True,False,ONE_FINGER,True,True,0.50975,0.37688,509,531,True,True,BLOCK_ARMED,block_3
8328.377,True,False,ONE_FINGER,True,True,0.51507,0.32812,515,463,True,True,BLOCK_ARMED,block_3
8328.584,True,False,ONE_FINGER,True,True,0.54034,0.26435,540,373,True,True,SWIPING,block_3
8328.777,True,False,ONE_FINGER,True,True,0.56804,0.23810,568,336,True,True,SWIPING,block_3
8328.984,True,False,ONE_FINGER,True,True,0.57180,0.17740,571,250,True,True,SWIPING,block_3
8329.176,True,False,ONE_FINGER,True,True,0.58384,0.13126,583,185,True,True,SWIPING,block_3
8329.385,True,False,ONE_FINGER,True,True,0.56721,0.11108,567,156,True,True,SWIPING,block_3
8329.580,True,False,ONE_FINGER,True,True,0.56797,0.05629,567,79,True,True,TRACKING,
8329.784,True,False,ONE_FINGER,True,True,0.57891,0.06532,578,92,True,True,TRACKING,
8329.976,True,False,ONE_FINGER,True,True,0.59170,0.06252,591,88,True,True,TRACKING,
8330.185,True,False,ONE_FINGER,True,True,0.58938,0.07852,589,110,True,True,TRACKING,
8330.376,True,False,ONE_FINGER,True,True,0.57896,0.10375,578,146,True,True,TRACKING,
8330.585,True,False,ONE_FINGER,True,True,0.55675,0.18573,556,262,True,True,TRACKING,
8330.775,True,False,ONE_FINGER,True,True,0.55976,0.29035,559,409,True,True,TRACKING,
8330.983,True,False,ONE_FINGER,True,True,0.56950,0.35588,569,502,True,True,BLOCK_HOVER,block_4
8331.177,True,False,ONE_FINGER,True,True,0.57227,0.36134,572,509,True,True,BLOCK_ARMED,block_4
8331.385,True,False,ONE_FINGER,True,True,0.57699,0.37928,576,535,True,True,BLOCK_ARMED,block_4
8331.575,True,False,ONE_FINGER,True,True,0.57962,0.39453,579,556,True,True,BLOCK_HOVER,block_4
8331.784,True,False,ONE_FINGER,True,True,0.58556,0.27047,585,381,True,True,BLOCK_HOVER,block_4
8331.978,True,False,ONE_FINGER,True,True,0.57924,0.17974,579,253,True,True,TRACKING,
8332.184,True,False,ONE_FINGER,True,True,0.58029,0.11853,580,167,True,True,TRACKING,
8332.375,True,False,ONE_FINGER,True,True,0.57664,0.10436,576,147,True,True,TRACKING,
8332.585,True,False,ONE_FINGER,True,True,0.57793,0.13490,577,190,True,True,TRACKING,
8332.776,True,False,ONE_FINGER,True,True,0.58149,0.22490,581,317,True,True,TRACKING,
8332.984,True,False,ONE_FINGER,True,True,0.57716,0.29882,577,421,True,True,TRACKING,
8333.178,True,False,ONE_FINGER,True,True,0.58227,0.35605,582,502,True,True,BLOCK_HOVER,block_4
8333.383,True,False,ONE_FINGER,True,True,0.58983,0.36298,589,512,True,True,BLOCK_ARMED,block_4
8333.576,True,False,ONE_FINGER,True,True,0.59380,0.36739,593,518,True,True,BLOCK_ARMED,block_4
8333.786,True,False,ONE_FINGER,True,True,0.59999,0.36841,599,519,True,True,BLOCK_ARMED,block_4
8333.977,True,False,ONE_FINGER,True,True,0.60683,0.37529,606,529,True,True,BLOCK_ARMED,block_4
8334.183,True,False,ONE_FINGER,True,True,0.61947,0.37489,619,529,True,True,BLOCK_ARMED,block_4
8334.375,True,False,ONE_FINGER,True,True,0.62877,0.34528,628,487,True,True,BLOCK_HOVER,block_4
8334.584,True,False,ONE_FINGER,True,True,0.61441,0.19000,614,268,True,True,TRACKING,
8334.776,True,False,ONE_FINGER,True,True,0.60038,0.10831,600,152,True,True,TRACKING,
8334.984,True,False,ONE_FINGER,True,True,0.59365,0.10085,593,142,True,True,TRACKING,
8335.177,True,False,ONE_FINGER,True,True,0.58437,0.17426,584,245,True,True,TRACKING,
8335.385,True,False,ONE_FINGER,True,True,0.57660,0.32423,576,457,True,True,BLOCK_HOVER,block_4
8335.576,True,False,ONE_FINGER,True,True,0.58234,0.31692,582,447,True,True,TRACKING,
8335.785,True,False,ONE_FINGER,True,True,0.59243,0.34188,592,482,True,True,BLOCK_HOVER,block_4
8335.977,True,False,ONE_FINGER,True,True,0.59939,0.36749,599,518,True,True,BLOCK_ARMED,block_4
8336.185,True,False,ONE_FINGER,True,False,0.58805,0.39786,588,561,True,True,TRACKING,
8336.376,True,False,ONE_FINGER,True,False,0.58731,0.42061,587,593,True,True,BLOCK_HOVER,block_4
8336.584,True,False,ONE_FINGER,True,False,0.59530,0.43827,595,618,True,True,TRACKING,
8336.776,True,False,ONE_FINGER,True,False,0.60099,0.39934,600,563,True,True,BLOCK_HOVER,block_4
8336.984,True,False,ONE_FINGER,True,False,0.60331,0.39062,603,551,True,True,BLOCK_ARMED,block_4
8337.176,True,False,ONE_FINGER,True,False,0.60713,0.39061,607,551,True,True,BLOCK_ARMED,block_4
8337.385,True,False,ONE_FINGER,True,False,0.60953,0.37938,609,535,True,True,BLOCK_ARMED,block_4
8337.577,True,False,ONE_FINGER,True,False,0.61792,0.37722,617,532,True,True,BLOCK_ARMED,block_4
8337.784,True,False,ONE_FINGER,True,False,0.62062,0.38232,620,539,True,True,SWIPING,block_4
8337.976,True,False,ONE_FINGER,True,False,0.62161,0.39570,621,558,True,True,SWIPING,block_4
8338.185,True,False,ONE_FINGER,True,False,0.62130,0.38411,621,542,True,True,SWIPING,block_4
8338.376,True,False,ONE_FINGER,True,False,0.61185,0.30694,611,433,True,True,SWIPING,block_4
8338.584,True,False,ONE_FINGER,True,False,0.60207,0.23053,602,325,True,True,SWIPING,block_4
8338.776,True,False,ONE_FINGER,True,False,0.59711,0.15803,597,223,True,True,SWIPING,block_4
8338.985,True,False,ONE_FINGER,True,False,0.59802,0.10076,598,142,True,True,BLOCK_REMOVED,block_4
8339.175,True,False,ONE_FINGER,True,False,0.60411,0.06321,604,89,True,True,TRACKING,
8339.384,True,False,ONE_FINGER,True,False,0.60821,0.03455,608,48,True,True,TRACKING,
