timestamp,raw_x,raw_y,smoothed_x,smoothed_y,current_phase
0.000,0.47700,0.32429,0.47700,0.32429,STARTED
0.114,0.46300,0.35286,0.47210,0.33429,STARTED
0.209,0.46500,0.35714,0.46962,0.34229,STARTED
0.306,0.45900,0.36571,0.46590,0.35049,STARTED
0.401,0.44200,0.38143,0.45753,0.36132,STARTED
0.513,0.42200,0.39286,0.44510,0.37236,STARTED
0.609,0.38400,0.41857,0.42371,0.38853,FAILED
