timestamp,raw_x,raw_y,smoothed_x,smoothed_y,current_phase
0.000,0.56200,0.46571,0.56200,0.46571,STARTED
0.145,0.57100,0.59000,0.56515,0.50921,STARTED
0.242,0.58700,0.62000,0.57280,0.54799,STARTED
0.337,0.59200,0.62000,0.57952,0.57319,STARTED
0.433,0.59700,0.61143,0.58564,0.58658,STARTED
0.546,0.59900,0.60857,0.59031,0.59427,DOWNSTROKE_OK
0.643,0.60000,0.60286,0.59370,0.59728,DOWNSTROKE_OK
0.738,0.60100,0.60429,0.59626,0.59973,DOWNSTROKE_OK
