timestamp,raw_x,raw_y,smoothed_x,smoothed_y,current_phase
0.000,0.39100,0.57429,0.39100,0.57429,STARTED
0.128,0.42100,0.62286,0.40150,0.59129,STARTED
0.227,0.44400,0.60857,0.41637,0.59734,STARTED
0.338,0.47300,0.58286,0.43619,0.59227,STARTED
0.434,0.50700,0.55000,0.46098,0.57747,STARTED
0.530,0.53100,0.52286,0.48548,0.55836,STARTED
0.627,0.54400,0.50857,0.50596,0.54093,STARTED
0.737,0.55800,0.48714,0.52418,0.52211,STARTED
0.834,0.55900,0.45429,0.53637,0.49837,FAILED
