timestamp,raw_x,raw_y,smoothed_x,smoothed_y,current_phase
0.000,0.55800,0.32714,0.55800,0.32714,STARTED
0.097,0.54300,0.34000,0.55275,0.33164,STARTED
0.208,0.52600,0.35000,0.54339,0.33807,STARTED
0.304,0.51900,0.35714,0.53485,0.34474,STARTED
0.401,0.51600,0.35571,0.52825,0.34858,STARTED
0.496,0.50900,0.35857,0.52151,0.35208,STARTED
0.609,0.49900,0.36429,0.51363,0.35635,STARTED
0.703,0.48200,0.37429,0.50256,0.36263,STARTED
0.800,0.46800,0.38000,0.49047,0.36871,FAILED
