timestamp,raw_x,raw_y,smoothed_x,smoothed_y,current_phase
0.000,0.49200,0.55714,0.49200,0.55714,STARTED
0.145,0.51700,0.46000,0.50075,0.52314,STARTED
0.240,0.53200,0.39143,0.51169,0.47704,STARTED
0.337,0.50200,0.34714,0.50830,0.43158,FAILED
