timestamp,hand_detected,cursor_held,finger_mode,index_extended,middle_extended,raw_x,raw_y,virtual_x,virtual_y,inside_window,inside_interaction,state,target_block
9034.966,False,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
9036.040,True,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
9036.239,True,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
9036.434,True,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
9036.626,True,False,ONE_FINGER,True,False,0.54134,0.36059,541,508,True,True,BLOCK_HOVER,wood_5
9036.835,True,False,ONE_FINGER,True,False,0.51278,0.47542,512,670,True,True,BLOCK_ARMED,wood_5
9037.026,True,False,ONE_FINGER,True,False,0.54701,0.30243,547,426,True,True,BLOCK_HOVER,wood_5
9037.233,True,False,ONE_FINGER,True,False,0.64486,0.22002,644,310,True,True,BLOCK_HOVER,wood_5
9037.426,True,False,ONE_FINGER,True,False,0.58507,0.26080,585,368,True,True,BLOCK_ARMED,wood_5
9037.635,True,False,ONE_FINGER,True,False,0.51097,0.43258,510,610,True,True,BLOCK_HOVER,wood_5
9037.825,True,False,ONE_FINGER,True,False,0.52444,0.20348,524,287,True,True,BLOCK_HOVER,wood_5
9038.035,True,False,ONE_FINGER,True,False,0.58278,0.17175,582,242,True,True,SWIPING,wood_5
9038.226,True,False,ONE_FINGER,True,False,0.55704,0.21703,557,306,True,True,SWIPING,wood_5
9038.436,True,False,ONE_FINGER,False,False,,,,,False,False,SWIPING,wood_5
9038.626,True,False,ONE_FINGER,False,False,,,,,False,False,SWIPING,wood_5
9038.834,True,False,ONE_FINGER,False,False,,,,,False,False,FAILED,wood_5
9039.026,True,False,ONE_FINGER,False,False,,,,,False,False,FAILED,wood_5
9039.233,True,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
9039.424,True,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
9039.636,True,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
9039.828,True,False,ONE_FINGER,True,False,0.49310,0.50785,493,716,False,True,BLOCK_HOVER,wood_5
9040.034,True,False,ONE_FINGER,True,False,0.49885,0.40144,498,566,True,True,BLOCK_HOVER,wood_5
9040.226,True,False,ONE_FINGER,True,False,0.49701,0.40803,497,575,True,True,BLOCK_ARMED,wood_5
9040.434,True,False,ONE_FINGER,True,False,0.49190,0.42959,491,606,True,True,BLOCK_ARMED,wood_5
9040.624,True,False,ONE_FINGER,True,False,0.50061,0.20249,500,285,True,True,SWIPING,wood_5
9040.835,True,False,ONE_FINGER,True,False,0.52962,0.20195,529,285,True,True,SWIPING,wood_5
9041.026,True,False,ONE_FINGER,True,False,0.52558,0.21326,525,300,True,True,BLOCK_REMOVED,wood_5
9041.234,True,False,ONE_FINGER,True,False,0.52118,0.23678,521,334,True,True,BLOCK_HOVER,wood_4
9041.427,True,False,ONE_FINGER,True,False,0.51899,0.27227,518,384,True,True,BLOCK_ARMED,wood_4
9041.636,True,False,ONE_FINGER,False,False,,,,,False,False,BLOCK_ARMED,wood_4
9041.825,True,False,ONE_FINGER,True,False,0.49438,0.30556,494,431,True,True,BLOCK_ARMED,wood_4
9042.034,True,False,ONE_FINGER,True,False,0.55052,0.21657,550,305,True,True,BLOCK_ARMED,wood_4
9042.225,True,False,ONE_FINGER,True,False,0.52954,0.25103,529,354,True,True,BLOCK_ARMED,wood_4
9042.433,True,False,ONE_FINGER,True,False,0.50581,0.30419,505,429,True,True,BLOCK_ARMED,wood_4
9042.626,True,False,ONE_FINGER,True,False,0.49139,0.37567,491,530,True,True,BLOCK_HOVER,wood_4
9042.834,True,False,ONE_FINGER,True,False,0.46999,0.47805,469,674,True,True,BLOCK_HOVER,wood_4
9043.027,True,False,ONE_FINGER,True,False,0.46527,0.51544,465,727,False,True,TRACKING,
9043.233,True,False,ONE_FINGER,True,False,0.47617,0.38192,476,539,True,True,BLOCK_HOVER,wood_4
9043.427,True,False,ONE_FINGER,True,False,0.55726,0.25777,557,363,True,True,BLOCK_ARMED,wood_4
9043.633,True,False,ONE_FINGER,True,False,0.54851,0.24689,548,348,True,True,SWIPING,wood_4
9043.826,True,False,ONE_FINGER,True,False,0.52963,0.26472,529,373,True,True,SWIPING,wood_4
9044.034,True,False,ONE_FINGER,True,False,0.48012,0.39575,480,558,True,True,SWIPING,wood_4
9044.225,True,False,ONE_FINGER,True,False,0.46508,0.42121,465,594,True,True,SWIPING,wood_4
9044.432,True,False,ONE_FINGER,True,False,0.46741,0.44754,467,631,True,True,SWIPING,wood_4
9044.626,True,False,ONE_FINGER,False,False,,,,,False,False,SWIPING,wood_4
9044.835,True,False,ONE_FINGER,False,False,,,,,False,False,FAILED,wood_4
9045.026,True,False,ONE_FINGER,False,False,,,,,False,False,FAILED,wood_4
9045.234,True,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
9045.426,True,False,ONE_FINGER,False,False,,,,,False,False,TRACKING,
9045.634,True,False,ONE_FINGER,True,False,0.44815,0.46236,448,652,True,True,BLOCK_HOVER,wood_4
9045.826,True,False,ONE_FINGER,True,False,0.45146,0.45873,451,647,True,True,BLOCK_ARMED,wood_4
9046.032,True,False,ONE_FINGER,True,False,0.44984,0.44078,449,622,True,True,BLOCK_ARMED,wood_4
9046.224,True,False,ONE_FINGER,True,False,0.45437,0.22587,454,318,True,True,SWIPING,wood_4
9046.433,True,False,ONE_FINGER,True,False,0.50252,0.19047,502,268,True,True,SWIPING,wood_4
9046.629,True,False,ONE_FINGER,True,False,0.50995,0.23912,509,337,True,True,BLOCK_HOVER,wood_3
9046.835,True,False,ONE_FINGER,True,False,0.50616,0.25451,506,359,True,True,BLOCK_HOVER,wood_3
9047.026,True,False,ONE_FINGER,True,False,0.50882,0.27190,508,383,True,True,BLOCK_ARMED,wood_3
9047.233,True,False,ONE_FINGER,False,False,,,,,False,False,BLOCK_ARMED,wood_3
9047.426,True,False,ONE_FINGER,True,False,0.45616,0.43840,456,618,True,True,TRACKING,
9047.633,True,False,ONE_FINGER,True,False,0.45174,0.45701,451,644,True,True,BLOCK_HOVER,wood_3
9047.825,True,False,ONE_FINGER,True,False,0.45028,0.43909,450,619,True,True,BLOCK_ARMED,wood_3
9048.033,True,False,ONE_FINGER,True,False,0.45982,0.26783,459,377,True,True,SWIPING,wood_3
9048.226,True,False,ONE_FINGER,True,False,0.52306,0.20482,523,289,True,True,SWIPING,wood_3
9048.435,True,False,ONE_FINGER,True,False,0.54529,0.24643,545,347,True,True,SWIPING,wood_3
9048.624,True,False,ONE_FINGER,True,False,0.52229,0.25006,522,352,True,True,SWIPING,wood_3
9048.834,True,False,ONE_FINGER,True,False,0.51788,0.25840,517,364,True,True,SWIPING,wood_3
9049.026,True,False,ONE_FINGER,True,False,0.51413,0.26336,514,371,True,True,SWIPING,wood_3
